date,Tmin,Tmax,Location,yday,year,month,day
7/1/22,10,23.9,Bordeaux_2,182,2022,7,1
7/2/22,11.9,29.4,Bordeaux_2,183,2022,7,2
7/3/22,16.1,27,Bordeaux_2,184,2022,7,3
7/4/22,16.3,26.5,Bordeaux_2,185,2022,7,4
7/5/22,16.5,29.2,Bordeaux_2,186,2022,7,5
7/6/22,16.7,29.4,Bordeaux_2,187,2022,7,6
7/7/22,16,29.4,Bordeaux_2,188,2022,7,7
7/8/22,18.2,30.2,Bordeaux_2,189,2022,7,8
7/9/22,18.1,32.4,Bordeaux_2,190,2022,7,9
7/10/22,18.7,33.6,Bordeaux_2,191,2022,7,10
7/11/22,19.5,36,Bordeaux_2,192,2022,7,11
7/12/22,19.7,37.6,Bordeaux_2,193,2022,7,12
7/13/22,18,36.8,Bordeaux_2,194,2022,7,13
7/14/22,18.2,37.8,Bordeaux_2,195,2022,7,14
7/15/22,21.2,35,Bordeaux_2,196,2022,7,15
7/16/22,20.5,36.9,Bordeaux_2,197,2022,7,16
7/17/22,20.8,38.8,Bordeaux_2,198,2022,7,17
7/18/22,20.6,41,Bordeaux_2,199,2022,7,18
7/19/22,22.6,30.8,Bordeaux_2,200,2022,7,19
7/20/22,20.9,28.2,Bordeaux_2,201,2022,7,20
7/21/22,17,31.5,Bordeaux_2,202,2022,7,21
7/22/22,18.4,27.7,Bordeaux_2,203,2022,7,22
7/23/22,14.9,30,Bordeaux_2,204,2022,7,23
7/24/22,18.1,37.2,Bordeaux_2,205,2022,7,24
7/25/22,20.8,26.5,Bordeaux_2,206,2022,7,25
7/26/22,16.8,27.7,Bordeaux_2,207,2022,7,26
7/27/22,13.6,28.7,Bordeaux_2,208,2022,7,27
7/28/22,16,27.7,Bordeaux_2,209,2022,7,28
7/29/22,18,26.4,Bordeaux_2,210,2022,7,29
7/30/22,15.8,29.9,Bordeaux_2,211,2022,7,30
7/31/22,17.6,32,Bordeaux_2,212,2022,7,31
8/1/22,16.4,33.2,Bordeaux_2,213,2022,8,1
8/2/22,17.7,36.3,Bordeaux_2,214,2022,8,2
8/3/22,19.6,38.5,Bordeaux_2,215,2022,8,3
8/4/22,20.7,33.8,Bordeaux_2,216,2022,8,4
8/5/22,20,31.5,Bordeaux_2,217,2022,8,5
8/6/22,21.3,32.7,Bordeaux_2,218,2022,8,6
8/7/22,18.9,33.6,Bordeaux_2,219,2022,8,7
8/8/22,19,35.2,Bordeaux_2,220,2022,8,8
8/9/22,20.5,36.4,Bordeaux_2,221,2022,8,9
8/10/22,19.6,38.1,Bordeaux_2,222,2022,8,10
8/11/22,21,39.5,Bordeaux_2,223,2022,8,11
8/12/22,22.8,37.3,Bordeaux_2,224,2022,8,12
8/13/22,20.6,35,Bordeaux_2,225,2022,8,13
8/14/22,19.9,26.9,Bordeaux_2,226,2022,8,14
8/15/22,17.3,27.4,Bordeaux_2,227,2022,8,15
8/16/22,17.7,27.9,Bordeaux_2,228,2022,8,16
8/17/22,16.9,24.9,Bordeaux_2,229,2022,8,17
8/18/22,14.8,25.5,Bordeaux_2,230,2022,8,18
8/19/22,16,27.5,Bordeaux_2,231,2022,8,19
8/20/22,17.5,27.3,Bordeaux_2,232,2022,8,20
8/21/22,17.4,27.8,Bordeaux_2,233,2022,8,21
8/22/22,19.4,26.9,Bordeaux_2,234,2022,8,22
8/23/22,19.6,29.7,Bordeaux_2,235,2022,8,23
8/24/22,18.2,35.9,Bordeaux_2,236,2022,8,24
8/25/22,20.9,29.7,Bordeaux_2,237,2022,8,25
8/26/22,19.3,29.9,Bordeaux_2,238,2022,8,26
8/27/22,17.9,30.9,Bordeaux_2,239,2022,8,27
8/28/22,16.8,33.3,Bordeaux_2,240,2022,8,28
8/29/22,20.7,31.7,Bordeaux_2,241,2022,8,29
8/30/22,16.8,33.8,Bordeaux_2,242,2022,8,30
8/31/22,20.1,31.5,Bordeaux_2,243,2022,8,31
9/1/22,19.4,28.9,Bordeaux_2,244,2022,9,1
9/2/22,18.1,27.1,Bordeaux_2,245,2022,9,2
9/3/22,16.6,27.1,Bordeaux_2,246,2022,9,3
9/4/22,16.6,33.2,Bordeaux_2,247,2022,9,4
9/5/22,17.3,33.5,Bordeaux_2,248,2022,9,5
9/6/22,17.4,30.5,Bordeaux_2,249,2022,9,6
9/7/22,17.3,25.8,Bordeaux_2,250,2022,9,7
9/8/22,16.6,23.4,Bordeaux_2,251,2022,9,8
9/9/22,15.2,24,Bordeaux_2,252,2022,9,9
9/10/22,14,27.4,Bordeaux_2,253,2022,9,10
9/11/22,15.7,32.7,Bordeaux_2,254,2022,9,11
9/12/22,19.4,37.3,Bordeaux_2,255,2022,9,12
9/13/22,21.3,32.1,Bordeaux_2,256,2022,9,13
9/14/22,19.4,28.9,Bordeaux_2,257,2022,9,14
9/15/22,16.7,27.1,Bordeaux_2,258,2022,9,15
9/16/22,16.2,24.3,Bordeaux_2,259,2022,9,16
9/17/22,11.6,22.2,Bordeaux_2,260,2022,9,17
9/18/22,9.5,25,Bordeaux_2,261,2022,9,18
9/19/22,10.3,25.8,Bordeaux_2,262,2022,9,19
9/20/22,10.8,24.6,Bordeaux_2,263,2022,9,20
9/21/22,10,25.4,Bordeaux_2,264,2022,9,21
9/22/22,8.9,27.4,Bordeaux_2,265,2022,9,22
9/23/22,9.9,21.3,Bordeaux_2,266,2022,9,23
9/24/22,11.2,23.2,Bordeaux_2,267,2022,9,24
9/25/22,9.3,21.8,Bordeaux_2,268,2022,9,25
9/26/22,7.6,21.6,Bordeaux_2,269,2022,9,26
9/27/22,12.7,20.2,Bordeaux_2,270,2022,9,27
9/28/22,15.6,21,Bordeaux_2,271,2022,9,28
9/29/22,13.2,17.7,Bordeaux_2,272,2022,9,29
9/30/22,9.4,20.7,Bordeaux_2,273,2022,9,30
10/1/22,13.9,19.8,Bordeaux_2,274,2022,10,1
10/2/22,16.4,22.1,Bordeaux_2,275,2022,10,2
10/3/22,11,24.1,Bordeaux_2,276,2022,10,3
10/4/22,9.9,26.3,Bordeaux_2,277,2022,10,4
10/5/22,12,27.9,Bordeaux_2,278,2022,10,5
10/6/22,15.4,21.4,Bordeaux_2,279,2022,10,6
10/7/22,11.9,25.4,Bordeaux_2,280,2022,10,7
10/8/22,15.3,22.8,Bordeaux_2,281,2022,10,8
10/9/22,10.9,27.6,Bordeaux_2,282,2022,10,9
10/10/22,13.8,19.3,Bordeaux_2,283,2022,10,10
10/11/22,16.3,18.2,Bordeaux_2,284,2022,10,11
10/12/22,14.6,21.3,Bordeaux_2,285,2022,10,12
10/13/22,12.5,20.7,Bordeaux_2,286,2022,10,13
10/14/22,17.2,20.8,Bordeaux_2,287,2022,10,14
10/15/22,15.4,24,Bordeaux_2,288,2022,10,15
10/16/22,13.9,29.8,Bordeaux_2,289,2022,10,16
10/17/22,17.9,25.8,Bordeaux_2,290,2022,10,17
10/18/22,17,29.3,Bordeaux_2,291,2022,10,18
10/19/22,18.1,25.8,Bordeaux_2,292,2022,10,19
10/20/22,15.1,26.2,Bordeaux_2,293,2022,10,20
10/21/22,15.8,23.3,Bordeaux_2,294,2022,10,21
10/22/22,12.2,25.8,Bordeaux_2,295,2022,10,22
10/23/22,16.5,26.1,Bordeaux_2,296,2022,10,23
10/24/22,13.8,23.2,Bordeaux_2,297,2022,10,24
10/25/22,10.7,23.2,Bordeaux_2,298,2022,10,25
10/26/22,12.1,27.3,Bordeaux_2,299,2022,10,26
10/27/22,17,25.7,Bordeaux_2,300,2022,10,27
10/28/22,17.3,26.4,Bordeaux_2,301,2022,10,28
10/29/22,16.6,23,Bordeaux_2,302,2022,10,29
10/30/22,14.5,21.4,Bordeaux_2,303,2022,10,30
10/31/22,14,20.6,Bordeaux_2,304,2022,10,31
11/1/22,10.4,19.6,Bordeaux_2,305,2022,11,1
11/2/22,8.6,20.1,Bordeaux_2,306,2022,11,2
11/3/22,11.6,21.1,Bordeaux_2,307,2022,11,3
11/4/22,10,16.8,Bordeaux_2,308,2022,11,4
11/5/22,6.9,18.1,Bordeaux_2,309,2022,11,5
11/6/22,6.3,18.8,Bordeaux_2,310,2022,11,6
11/7/22,9,20,Bordeaux_2,311,2022,11,7
11/8/22,11.4,20,Bordeaux_2,312,2022,11,8
11/9/22,12.2,16.1,Bordeaux_2,313,2022,11,9
11/10/22,8.7,13.4,Bordeaux_2,314,2022,11,10
11/11/22,6.8,18.3,Bordeaux_2,315,2022,11,11
11/12/22,8.3,22,Bordeaux_2,316,2022,11,12
11/13/22,8.2,21.2,Bordeaux_2,317,2022,11,13
11/14/22,9.9,16.3,Bordeaux_2,318,2022,11,14
11/15/22,11.2,17.1,Bordeaux_2,319,2022,11,15
11/16/22,10.7,18.4,Bordeaux_2,320,2022,11,16
11/17/22,12.8,18.2,Bordeaux_2,321,2022,11,17
11/18/22,7.3,13.6,Bordeaux_2,322,2022,11,18
11/19/22,6,13.3,Bordeaux_2,323,2022,11,19
11/20/22,3.2,15.4,Bordeaux_2,324,2022,11,20
11/21/22,8.3,15.7,Bordeaux_2,325,2022,11,21
11/22/22,8,14.1,Bordeaux_2,326,2022,11,22
11/23/22,10.6,17,Bordeaux_2,327,2022,11,23
11/24/22,7.2,14,Bordeaux_2,328,2022,11,24
11/25/22,9.7,15.5,Bordeaux_2,329,2022,11,25
11/26/22,4.5,12.8,Bordeaux_2,330,2022,11,26
11/27/22,3.9,12.5,Bordeaux_2,331,2022,11,27
11/28/22,8.2,15,Bordeaux_2,332,2022,11,28
11/29/22,6.1,13.5,Bordeaux_2,333,2022,11,29
11/30/22,3.1,9.6,Bordeaux_2,334,2022,11,30
12/1/22,3.9,11.3,Bordeaux_2,335,2022,12,1
12/2/22,5.3,7.4,Bordeaux_2,336,2022,12,2
12/3/22,3,8.2,Bordeaux_2,337,2022,12,3
12/4/22,0.5,10.2,Bordeaux_2,338,2022,12,4
12/5/22,-0.8,11.2,Bordeaux_2,339,2022,12,5
12/6/22,6.5,11.5,Bordeaux_2,340,2022,12,6
12/7/22,1.2,7.3,Bordeaux_2,341,2022,12,7
12/8/22,2.6,6.7,Bordeaux_2,342,2022,12,8
12/9/22,3.5,6.8,Bordeaux_2,343,2022,12,9
12/10/22,-1.8,2.9,Bordeaux_2,344,2022,12,10
12/11/22,-4.2,5.4,Bordeaux_2,345,2022,12,11
12/12/22,-3.4,5.4,Bordeaux_2,346,2022,12,12
12/13/22,4.1,11.1,Bordeaux_2,347,2022,12,13
12/14/22,7.7,17.8,Bordeaux_2,348,2022,12,14
12/15/22,8.8,12.6,Bordeaux_2,349,2022,12,15
12/16/22,2.4,7.4,Bordeaux_2,350,2022,12,16
12/17/22,-4,7.9,Bordeaux_2,351,2022,12,17
12/18/22,2,12.6,Bordeaux_2,352,2022,12,18
12/19/22,8.2,16.8,Bordeaux_2,353,2022,12,19
12/20/22,11.1,14.3,Bordeaux_2,354,2022,12,20
12/21/22,9.1,18.2,Bordeaux_2,355,2022,12,21
12/22/22,13.9,16.4,Bordeaux_2,356,2022,12,22
12/23/22,14.6,17.8,Bordeaux_2,357,2022,12,23
12/24/22,11.2,19.2,Bordeaux_2,358,2022,12,24
12/25/22,7.7,18,Bordeaux_2,359,2022,12,25
12/26/22,9.3,14.6,Bordeaux_2,360,2022,12,26
12/27/22,7.3,14.8,Bordeaux_2,361,2022,12,27
12/28/22,7.4,17.5,Bordeaux_2,362,2022,12,28
12/29/22,11.1,12.9,Bordeaux_2,363,2022,12,29
12/30/22,9.8,17.4,Bordeaux_2,364,2022,12,30
12/31/22,10,21.1,Bordeaux_2,365,2022,12,31
1/1/23,9.1,19.4,Bordeaux_2,1,2023,1,1
1/2/23,10.2,14.5,Bordeaux_2,2,2023,1,2
1/3/23,3.3,15,Bordeaux_2,3,2023,1,3
1/4/23,3.8,14.4,Bordeaux_2,4,2023,1,4
1/5/23,9.5,16.1,Bordeaux_2,5,2023,1,5
1/6/23,7.6,15.5,Bordeaux_2,6,2023,1,6
1/7/23,4.3,12.7,Bordeaux_2,7,2023,1,7
1/8/23,9.6,12.9,Bordeaux_2,8,2023,1,8
1/9/23,6.6,12.1,Bordeaux_2,9,2023,1,9
1/10/23,7.2,15.6,Bordeaux_2,10,2023,1,10
1/11/23,9.9,14.6,Bordeaux_2,11,2023,1,11
1/12/23,7,14.3,Bordeaux_2,12,2023,1,12
1/13/23,10.3,15.8,Bordeaux_2,13,2023,1,13
1/14/23,4.6,15.7,Bordeaux_2,14,2023,1,14
1/15/23,7.4,13.1,Bordeaux_2,15,2023,1,15
1/16/23,7,9.9,Bordeaux_2,16,2023,1,16
1/17/23,5,7.8,Bordeaux_2,17,2023,1,17
1/18/23,0.3,5.6,Bordeaux_2,18,2023,1,18
1/19/23,1.7,6,Bordeaux_2,19,2023,1,19
1/20/23,0.7,7.1,Bordeaux_2,20,2023,1,20
1/21/23,-3,6.8,Bordeaux_2,21,2023,1,21
1/22/23,-2.3,1.5,Bordeaux_2,22,2023,1,22
1/23/23,0.4,3.3,Bordeaux_2,23,2023,1,23
1/24/23,2.6,5.7,Bordeaux_2,24,2023,1,24
1/25/23,0.3,3.9,Bordeaux_2,25,2023,1,25
1/26/23,1.7,4.4,Bordeaux_2,26,2023,1,26
1/27/23,3.5,7.2,Bordeaux_2,27,2023,1,27
1/28/23,4.1,5.8,Bordeaux_2,28,2023,1,28
1/29/23,2.3,7,Bordeaux_2,29,2023,1,29
1/30/23,-3,9.5,Bordeaux_2,30,2023,1,30
1/31/23,4.5,13.1,Bordeaux_2,31,2023,1,31
2/1/23,4.1,12.8,Bordeaux_2,32,2023,2,1
2/2/23,4.7,11.9,Bordeaux_2,33,2023,2,2
2/3/23,-0.8,11.3,Bordeaux_2,34,2023,2,3
2/4/23,-0.5,9.5,Bordeaux_2,35,2023,2,4
2/5/23,7.7,12.1,Bordeaux_2,36,2023,2,5
2/6/23,2.3,11.2,Bordeaux_2,37,2023,2,6
2/7/23,0.9,9.6,Bordeaux_2,38,2023,2,7
2/8/23,0.3,12.2,Bordeaux_2,39,2023,2,8
2/9/23,-2.3,12.5,Bordeaux_2,40,2023,2,9
2/10/23,-2.7,11.9,Bordeaux_2,41,2023,2,10
2/11/23,-3.4,13.6,Bordeaux_2,42,2023,2,11
2/12/23,-2.3,14,Bordeaux_2,43,2023,2,12
2/13/23,-1,16.8,Bordeaux_2,44,2023,2,13
2/14/23,0.6,14.9,Bordeaux_2,45,2023,2,14
2/15/23,5.7,19.5,Bordeaux_2,46,2023,2,15
2/16/23,2,17.9,Bordeaux_2,47,2023,2,16
2/17/23,4.2,19.6,Bordeaux_2,48,2023,2,17
2/18/23,3.2,19.4,Bordeaux_2,49,2023,2,18
2/19/23,6.9,11.6,Bordeaux_2,50,2023,2,19
2/20/23,1.6,18.2,Bordeaux_2,51,2023,2,20
2/21/23,5.9,18,Bordeaux_2,52,2023,2,21
2/22/23,10.9,13.7,Bordeaux_2,53,2023,2,22
2/23/23,5.1,6.7,Bordeaux_2,54,2023,2,23
2/24/23,3.7,10.5,Bordeaux_2,55,2023,2,24
2/25/23,0.8,11.6,Bordeaux_2,56,2023,2,25
2/26/23,2.6,8.3,Bordeaux_2,57,2023,2,26
2/27/23,0.3,5.9,Bordeaux_2,58,2023,2,27
2/28/23,-1.1,6.7,Bordeaux_2,59,2023,2,28
3/1/23,0.5,8.4,Bordeaux_2,60,2023,3,1
3/2/23,-1.7,9.8,Bordeaux_2,61,2023,3,2
3/3/23,4.3,11.3,Bordeaux_2,62,2023,3,3
3/4/23,0.1,12.8,Bordeaux_2,63,2023,3,4
3/5/23,-0.7,12.2,Bordeaux_2,64,2023,3,5
3/6/23,-1.3,9.8,Bordeaux_2,65,2023,3,6
3/7/23,-0.7,8.7,Bordeaux_2,66,2023,3,7
3/8/23,7.7,18.3,Bordeaux_2,67,2023,3,8
3/9/23,8.9,21,Bordeaux_2,68,2023,3,9
3/10/23,11.4,15.8,Bordeaux_2,69,2023,3,10
3/11/23,13.3,14.5,Bordeaux_2,70,2023,3,11
3/12/23,11.7,16.2,Bordeaux_2,71,2023,3,12
3/13/23,11.1,21.8,Bordeaux_2,72,2023,3,13
3/14/23,9.7,14.4,Bordeaux_2,73,2023,3,14
3/15/23,9.4,17.8,Bordeaux_2,74,2023,3,15
3/16/23,6.8,21.9,Bordeaux_2,75,2023,3,16
3/17/23,11.2,21.6,Bordeaux_2,76,2023,3,17
3/18/23,10.3,17.7,Bordeaux_2,77,2023,3,18
3/19/23,10.3,16.4,Bordeaux_2,78,2023,3,19
3/20/23,7.6,17.6,Bordeaux_2,79,2023,3,20
3/21/23,5.9,18,Bordeaux_2,80,2023,3,21
3/22/23,6.3,17.6,Bordeaux_2,81,2023,3,22
3/23/23,11.4,22.1,Bordeaux_2,82,2023,3,23
3/24/23,12.1,16.7,Bordeaux_2,83,2023,3,24
3/25/23,8.4,17.4,Bordeaux_2,84,2023,3,25
3/26/23,9.6,15.2,Bordeaux_2,85,2023,3,26
3/27/23,9,15,Bordeaux_2,86,2023,3,27
3/28/23,4,22,Bordeaux_2,87,2023,3,28
3/29/23,10.3,27.8,Bordeaux_2,88,2023,3,29
3/30/23,12.1,20.2,Bordeaux_2,89,2023,3,30
3/31/23,13.7,16.5,Bordeaux_2,90,2023,3,31
4/1/23,10.1,15.4,Bordeaux_2,91,2023,4,1
4/2/23,8.3,14.5,Bordeaux_2,92,2023,4,2
4/3/23,8.3,15.4,Bordeaux_2,93,2023,4,3
4/4/23,3.2,15.6,Bordeaux_2,94,2023,4,4
4/5/23,1.5,17.2,Bordeaux_2,95,2023,4,5
4/6/23,7.8,19.8,Bordeaux_2,96,2023,4,6
4/7/23,6.3,18.7,Bordeaux_2,97,2023,4,7
4/8/23,6.7,20.8,Bordeaux_2,98,2023,4,8
4/9/23,6.3,24.8,Bordeaux_2,99,2023,4,9
4/10/23,11.9,18.6,Bordeaux_2,100,2023,4,10
4/11/23,10.5,19.5,Bordeaux_2,101,2023,4,11
4/12/23,9,14.9,Bordeaux_2,102,2023,4,12
4/13/23,5.6,13.4,Bordeaux_2,103,2023,4,13
4/14/23,6.9,15.3,Bordeaux_2,104,2023,4,14
4/15/23,9.1,16.1,Bordeaux_2,105,2023,4,15
4/16/23,4.9,18,Bordeaux_2,106,2023,4,16
4/17/23,6.6,19.1,Bordeaux_2,107,2023,4,17
4/18/23,7.6,18.4,Bordeaux_2,108,2023,4,18
4/19/23,5.3,23.2,Bordeaux_2,109,2023,4,19
4/20/23,8.5,22.5,Bordeaux_2,110,2023,4,20
4/21/23,7.2,22.4,Bordeaux_2,111,2023,4,21
4/22/23,11.3,19.1,Bordeaux_2,112,2023,4,22
4/23/23,9.9,18.2,Bordeaux_2,113,2023,4,23
4/24/23,9.7,18,Bordeaux_2,114,2023,4,24
4/25/23,10.8,15.5,Bordeaux_2,115,2023,4,25
4/26/23,13.6,18.1,Bordeaux_2,116,2023,4,26
4/27/23,13.8,24.9,Bordeaux_2,117,2023,4,27
4/28/23,13.7,27.2,Bordeaux_2,118,2023,4,28
4/29/23,16.9,20.5,Bordeaux_2,119,2023,4,29
4/30/23,14.5,22,Bordeaux_2,120,2023,4,30
5/1/23,12.7,20.2,Bordeaux_2,121,2023,5,1
5/2/23,7.7,22.7,Bordeaux_2,122,2023,5,2
5/3/23,11.6,26.8,Bordeaux_2,123,2023,5,3
5/4/23,15.1,24.3,Bordeaux_2,124,2023,5,4
5/5/23,13.6,23.4,Bordeaux_2,125,2023,5,5
5/6/23,13.2,27.6,Bordeaux_2,126,2023,5,6
5/7/23,15.2,21.9,Bordeaux_2,127,2023,5,7
5/8/23,13.6,22.3,Bordeaux_2,128,2023,5,8
5/9/23,13.9,19.7,Bordeaux_2,129,2023,5,9
5/10/23,10.3,18.9,Bordeaux_2,130,2023,5,10
5/11/23,9.7,17.1,Bordeaux_2,131,2023,5,11
5/12/23,7,18.7,Bordeaux_2,132,2023,5,12
5/13/23,8.7,18.4,Bordeaux_2,133,2023,5,13
5/14/23,11.8,22.3,Bordeaux_2,134,2023,5,14
5/15/23,12.4,20.6,Bordeaux_2,135,2023,5,15
5/16/23,11.1,18.7,Bordeaux_2,136,2023,5,16
5/17/23,9.4,19.6,Bordeaux_2,137,2023,5,17
5/18/23,9.9,20.3,Bordeaux_2,138,2023,5,18
5/19/23,9.7,22.1,Bordeaux_2,139,2023,5,19
5/20/23,10.9,21.6,Bordeaux_2,140,2023,5,20
5/21/23,12.1,19.7,Bordeaux_2,141,2023,5,21
5/22/23,15.3,25.1,Bordeaux_2,142,2023,5,22
5/23/23,15.3,24.5,Bordeaux_2,143,2023,5,23
5/24/23,13.7,24.5,Bordeaux_2,144,2023,5,24
5/25/23,13,21.7,Bordeaux_2,145,2023,5,25
5/26/23,11.6,28,Bordeaux_2,146,2023,5,26
5/27/23,15.6,30.7,Bordeaux_2,147,2023,5,27
5/28/23,17.6,31.3,Bordeaux_2,148,2023,5,28
5/29/23,14.8,29.8,Bordeaux_2,149,2023,5,29
5/30/23,14.7,30.1,Bordeaux_2,150,2023,5,30
5/31/23,17.1,29.8,Bordeaux_2,151,2023,5,31
6/1/23,16.5,26.2,Bordeaux_2,152,2023,6,1
7/1/22,19.05555556,30.16666667,Geneva_NY,182,2022,7,1
7/2/22,17.38888889,27.16666667,Geneva_NY,183,2022,7,2
7/3/22,14.22222222,24.88888889,Geneva_NY,184,2022,7,3
7/4/22,10.94444444,27,Geneva_NY,185,2022,7,4
7/5/22,17.77777778,23.66666667,Geneva_NY,186,2022,7,5
7/6/22,15,22.66666667,Geneva_NY,187,2022,7,6
7/7/22,12.61111111,26.44444444,Geneva_NY,188,2022,7,7
7/8/22,13.83333333,26.22222222,Geneva_NY,189,2022,7,8
7/9/22,11.72222222,22.11111111,Geneva_NY,190,2022,7,9
7/10/22,8,26.61111111,Geneva_NY,191,2022,7,10
7/11/22,12.88888889,30.38888889,Geneva_NY,192,2022,7,11
7/12/22,18.44444444,28.66666667,Geneva_NY,193,2022,7,12
7/13/22,16.16666667,25.05555556,Geneva_NY,194,2022,7,13
7/14/22,12.61111111,25.05555556,Geneva_NY,195,2022,7,14
7/15/22,10.55555556,28.11111111,Geneva_NY,196,2022,7,15
7/16/22,14.38888889,28.66666667,Geneva_NY,197,2022,7,16
7/17/22,14.33333333,31.88888889,Geneva_NY,198,2022,7,17
7/18/22,18.72222222,25.77777778,Geneva_NY,199,2022,7,18
7/19/22,19.22222222,29.27777778,Geneva_NY,200,2022,7,19
7/20/22,22.66666667,31.33333333,Geneva_NY,201,2022,7,20
7/21/22,21.77777778,27.88888889,Geneva_NY,202,2022,7,21
7/22/22,17.77777778,33.88888889,Geneva_NY,203,2022,7,22
7/23/22,16.94444444,31.66666667,Geneva_NY,204,2022,7,23
7/24/22,17.83333333,28.61111111,Geneva_NY,205,2022,7,24
7/25/22,16.11111111,24.22222222,Geneva_NY,206,2022,7,25
7/26/22,12.72222222,24.77777778,Geneva_NY,207,2022,7,26
7/27/22,13.94444444,27.33333333,Geneva_NY,208,2022,7,27
7/28/22,18.72222222,26.5,Geneva_NY,209,2022,7,28
7/29/22,17.11111111,26,Geneva_NY,210,2022,7,29
7/30/22,15.05555556,24.5,Geneva_NY,211,2022,7,30
7/31/22,13.61111111,29.05555556,Geneva_NY,212,2022,7,31
8/1/22,16.11111111,28.5,Geneva_NY,213,2022,8,1
8/2/22,15.5,24.44444444,Geneva_NY,214,2022,8,2
8/3/22,14.44444444,31.72222222,Geneva_NY,215,2022,8,3
8/4/22,20.38888889,27.61111111,Geneva_NY,216,2022,8,4
8/5/22,19.94444444,28.44444444,Geneva_NY,217,2022,8,5
8/6/22,18.94444444,31.83333333,Geneva_NY,218,2022,8,6
